[-24.213175,5.595254] 20
[159.454817,79.201006] 610
[-115.837092,80.7404095] 620
[92.06215,-79.435334] 620
[-77.863422,79.702339] 620
[138.281507,-79.977004] 620
[-148.433416,-80.19847] 620
[-109.665064,80.046343] 620
[125.588169,-80.612232] 630
[125.236828,80.328762] 630
[37.770563,-80.3492475] 630
[65.200336,80.843548] 630
[-78.422239,81.795498] 630
[144.035334,79.453341] 630
[63.538402,77.933881] 630
[-169.075815,-81.146293] 640
[-107.048636,80.4313025] 640
[35.480674,-80.1701855] 640
[120.30172,79.8976175] 640
[-150.112077,-79.3597775] 650
[159.324703,79.040831] 650
[23.405716,-78.7391385] 650
[-83.640453,-78.342808] 660
[53.109426,81.054937] 660
[-119.803904,80.889326] 660
[9.975039,-81.410164] 670
[-17.468965,82.52052] 670
[-80.527642,-82.64368] 670
[-121.453443,81.051597] 680
[3.249895,81.084936] 680
[120.559793,80.776737] 690
[26.148352,-79.8428475] 690
[-86.917786,-83.524624] 690
[15.23627,-80.015842] 700
[-172.528082,80.95844] 700
[-170.966737,81.254338] 700
[-80.217241,-79.237315] 710
[25.857136,-79.3640435] 710
[-172.369308,81.342968] 710
[-127.597278,-80.8773355] 710
[95.750295,82.2346875] 720
[-67.950294,-81.6078385] 730
[63.683113,82.701775] 730
[55.179042,-82.242768] 730
[-90.218711,82.2529225] 730
[-126.783501,83.3047465] 730
[61.417,-82.619034] 730
[-148.785702,81.376976] 740
[44.745096,82.6303] 740
[-51.274229,81.6735585] 750
[76.950312,-81.575511] 750
[171.078697,-81.0697935] 750
[-80.946491,-79.982789] 760
[107.710357,-81.466396] 760
[67.228535,83.4813705] 760
[100.057211,-81.812856] 770
[-35.466743,-81.8795005] 780
[-59.796083,82.502742] 780
[-152.449193,-82.2052015] 780
[121.859128,-80.8430555] 780
[38.52788,81.9570955] 780
[-55.167346,82.112579] 800
[-133.688065,83.0347735] 800
[14.239521,82.5972575] 800
[-144.179588,81.564188] 800
[-105.117199,-83.9536965] 800
[-49.472665,82.1119005] 800
[112.955113,82.2398405] 800
[174.847732,82.4868485] 800
[-70.994216,-83.2809275] 810
[111.806455,-81.0763045] 810
[92.854466,-80.8423675] 810
[-130.622683,-82.7707535] 820
[132.18795,-81.5993025] 830
[-145.859336,81.6504325] 830
[-126.114533,-81.6305875] 830
[168.595097,-82.9236565] 830
[-43.327655,82.4983655] 850
[126.864272,82.677133] 850
[175.783464,83.18628] 860
[125.498718,82.5812225] 860
[85.720406,-82.3377985] 860
[174.348269,-83.3965385] 860
[-47.019106,82.284283] 860
[51.562535,83.4377945] 860
[-73.603025,-83.935525] 870
[135.249723,-83.6564935] 870
[-179.618032,-83.894186] 880
[-155.524487,-84.077441] 880
[-38.522184,83.075645] 880
[-128.815198,84.115538] 890
[-16.00923,83.234715] 890
[130.466922,-82.9423225] 900
[42.51959,-83.442566] 900
[53.890785,-84.037433] 910
[79.52373,-83.466614] 910
[-173.717381,83.462967] 910
[-162.477548,-82.9186295] 920
[98.662071,83.194886] 920
[170.827478,83.0732485] 930
[7.275538,83.5863365] 930
[-123.572102,-84.281827] 940
[119.285855,82.9103735] 950
[-30.367842,-83.6489225] 950
[-125.398032,84.884648] 950
[-151.764458,-83.3317695] 950
[-159.232785,83.4349135] 960
[-169.725663,-82.50216] 960
[-135.212301,84.3296625] 970
[-82.341586,83.6173885] 970
[71.651218,84.106866] 970
[-154.384695,83.3527445] 980
[119.222981,83.0900575] 980
[0.284439,-84.5534245] 980
[-159.389293,-84.8272345] 990
[85.636519,83.0634445] 990
[-23.680588,-83.9583915] 990
[91.079633,-83.1176545] 1000
[20.47753,83.5703345] 1000
[161.894081,84.2494475] 1010
[-89.42253,-84.962235] 1020
[-32.663163,-85.1474725] 1030
[31.884941,-84.729949] 1040
[28.746782,83.8659615] 1040
[111.175534,83.4639415] 1050
[-141.391036,83.8285915] 1050
[99.783508,83.584924] 1060
[-80.102411,84.7758325] 1070
[145.495461,84.706447] 1080
[87.95035,-84.183086] 1090
[160.379011,84.6327795] 1090
[75.129105,-84.486646] 1110
[-83.441366,84.550131] 1110
[115.428178,83.8058635] 1120
[8.005468,83.92282] 1130
[-71.196669,-84.5577725] 1130
[-176.234192,85.0933445] 1130
[161.911024,84.8324655] 1160
[75.872429,-84.9607295] 1160
[-133.555522,-84.4739485] 1160
[-99.389609,85.048474] 1160
[-45.31187,-84.789182] 1170
[153.319943,85.5260915] 1170
[-99.232776,-85.2505115] 1170
[20.453656,84.0635585] 1180
[121.405586,85.5785255] 1180
[-175.916497,84.49082] 1180
[-71.589587,-84.7901085] 1180
[178.014034,85.0742995] 1180
[43.474821,85.5946495] 1200
[-172.631045,84.7331085] 1200
[151.200359,-84.8522225] 1200
[-146.56816,84.594144] 1200
[-27.883043,-85.4683545] 1200
[179.778311,85.5432365] 1240
[32.938753,-85.1648865] 1250
[146.238658,-85.8209605] 1300
[102.385373,85.3907615] 1300
[-118.214501,85.924977] 1300
[98.455464,85.330833] 1310
[156.068403,86.09423] 1310
[119.266085,-85.2466675] 1320
[170.706492,-85.149302] 1320
[53.943394,-85.4234515] 1350
[156.390862,-86.0880135] 1360
[88.469007,85.3598535] 1370
[-62.647384,-85.811034] 1370
[174.928368,85.7756195] 1380
[-50.438478,85.5354455] 1400
[-78.349336,-86.3145305] 1410
[-146.121832,-85.506277] 1420
[26.631606,84.8160765] 1420
[136.183868,-86.1999485] 1420
[-164.866005,85.7622495] 1420
[27.755528,84.8745415] 1420
[176.161295,-85.729044] 1430
[-39.180307,-86.1620155] 1430
[111.716716,-85.3746915] 1440
[31.917204,85.291793] 1460
[-0.234946,-86.0948995] 1470
[-12.295584,85.3348785] 1470
[22.849206,84.6586435] 1470
[163.484556,-86.1392535] 1500
[88.053457,85.6647145] 1510
[-6.078949,86.21687] 1510
[-170.109511,-85.72992] 1520
[-166.808128,-85.778377] 1530
[-86.583157,-86.4214395] 1540
[95.729947,85.8288425] 1560
[56.640654,86.096945] 1590
[145.082929,86.516909] 1600
[177.978923,86.512292] 1610
[58.017304,-86.0682325] 1610
[70.179283,85.921195] 1620
[28.728656,86.159749] 1630
[-1.383094,86.581227] 1680
[53.407047,-86.345188] 1680
[-162.018317,86.6700195] 1710
[-15.515146,-86.60294] 1720
[119.098869,86.771283] 1750
[122.757908,-86.563513] 1760
[2.676633,-86.595511] 1780
[-10.926208,86.9182255] 1790
[-82.062302,86.5744055] 1790
[-98.969034,-86.921023] 1800
[-96.06303,86.8403365] 1800
[-122.55047,-86.765326] 1810
[-100.887747,-86.954715] 1820
[115.481405,-86.660989] 1850
[97.793372,-86.884008] 1850
[26.435476,87.078215] 1860
[-58.6738,-87.34213] 1880
[23.572892,-86.7484185] 1910
[-149.637553,87.011652] 1910
[-17.577103,86.9644385] 1980
[-93.834356,-87.276258] 1990
[-89.9721,87.2857895] 2010
[-110.391075,-87.2426205] 2030
[-78.558415,-87.422349] 2100
[81.491801,-87.455849] 2110
[-25.080095,-87.1950005] 2120
[34.678845,-87.015272] 2140
[29.901149,-87.060167] 2160
[-31.52199,87.211189] 2170
[-9.124296,87.4305785] 2210
[-112.325004,-87.446443] 2230
[-20.87478,87.339197] 2270
[-147.154114,87.55342] 2330
[-158.658506,-87.1984415] 2330
[29.285545,87.515297] 2380
[-107.466467,-87.6232675] 2390
[-140.06635,87.6847275] 2410
[-9.125908,-87.4863505] 2420
[-30.162173,87.5297055] 2450
[-86.908074,87.705572] 2460
[-36.327291,87.5343825] 2480
[-33.230306,87.6459275] 2480
[63.638108,-87.708828] 2550
[153.564055,-87.745292] 2610
[59.559112,87.3402935] 2630
[-118.727944,-87.866239] 2770
[-151.057586,-87.774231] 2780
[15.328619,87.9529685] 2870
[179.100506,-87.7708675] 2870
[60.012135,87.7568865] 3070
[-122.01677,-88.0178975] 3070
[44.768932,87.9430515] 3130
[160.991968,-88.0239255] 3200
[144.146133,-88.0471645] 3210
[92.095101,-88.1418615] 3250
[22.740932,-88.0959685] 3270
[-10.14702,88.1536575] 3350
[-21.183708,88.1190765] 3410
[10.010509,-88.127434] 3410
[-14.411512,88.239904] 3700
[-157.600374,-88.299459] 4040
[12.505307,-88.374018] 4170
[-10.793011,88.4460915] 4540
[-163.606275,-88.4617615] 4540
[-161.280179,-88.4744715] 4620
[152.859128,-88.555887] 5220
[-54.652292,-88.592856] 5400
[-94.030622,-88.7861505] 6070
[-102.838909,88.8398065] 6260
[11.54002,88.7437905] 6370
[-113.297363,-88.892881] 6570
[55.567777,-88.965621] 6740
[-67.963059,89.033284] 6800
[68.945783,88.945656] 6990
[-77.404617,-89.1065515] 7130
[-21.345782,89.05578] 7160
[59.654336,-89.138078] 7170
[-60.549881,-89.210655] 7220
[145.378446,89.1500695] 7240
[-74.638035,-89.2438435] 7310
[55.745998,89.205785] 7440
[-48.130949,89.2827535] 7440
[36.69249,-89.331837] 7480
[20.065748,-89.480051] 7570
[176.220835,-89.35369] 7630
[-78.223911,89.4651495] 7630
[-14.235355,-89.508124] 7750
[137.949169,-89.5063845] 7800
[-100.579578,89.6191645] 7800
[-50.199361,89.543505] 7820
[176.234061,89.779758] 7850
[-171.305268,89.7472225] 7880
[-36.711331,-89.8457975] 7900
[-67.775288,89.6913965] 7900
[63.664183,-89.8342865] 7930
[-7.241496,89.7577595] 7990
[165.101314,-89.5773525] 8000
[-88.968229,-89.9015765] 8010
[-158.079934,-89.968107] 8040
[176.8371,-89.9649385] 8070
[86.778766,89.8618275] 8090
